Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Pittsburgh Riverhounds,2.34,1.37,0.97,1.15,1.2,-0.05,0.43,0.17,0.26,1.58,1.37,0.21,3,2,1,0.03,40.0,45.72,46.76,0.32,1.04,160,5,9,10,28.12,9.62,17.0,1,2,11,4,12,41.8,31.4,84.2,86.92,100.89,72.02,1,Pittsburgh Riverhounds 3-2 Sporting JAX,2026-03-28
Indy Eleven,2.03,1.81,0.22,2.03,1.5,0.53,0.0,0.32,-0.32,2.03,1.81,0.22,2,2,0,-0.22,36.5,44.1,50.46,1.32,0.93,167,12,10,11,7.58,11.83,14.83,5,1,24,2,15,71.0,38.97,101.0,95.53,107.6,71.1,8,Hartford Athletic 2-2 Indy Eleven,2026-03-28
Hartford Athletic,1.81,2.03,-0.22,1.5,2.03,-0.53,0.32,0.0,0.32,1.81,2.03,-0.22,2,2,0,0.22,63.5,55.9,48.44,0.93,1.32,263,11,11,10,11.83,7.58,9.46,1,5,24,5,8,111.2,61.03,4.73,4.47,43.73,28.9,3,Hartford Athletic 2-2 Indy Eleven,2026-03-28
Charleston Battery,0.2,1.12,-0.92,0.11,0.97,-0.86,0.1,0.15,-0.05,0.2,1.12,-0.92,0,1,-1,-0.08,54.7,49.63,45.26,0.48,1.34,172,9,4,13,8.33,9.7,12.32,2,5,13,6,12,65.4,38.11,31.07,29.11,38.3,23.43,0,Detroit City 1-0 Charleston Battery,2026-03-28
Detroit City,1.12,0.2,0.92,0.97,0.11,0.86,0.15,0.1,0.05,1.12,0.2,0.92,1,0,1,0.08,45.3,50.37,49.01,1.34,0.48,175,9,13,4,9.7,8.33,11.12,5,2,20,8,16,106.2,61.89,75.67,70.89,125.2,76.57,0,Detroit City 1-0 Charleston Battery,2026-03-28
Colorado Springs,2.43,3.04,-0.61,0.89,3.02,-2.13,0.02,0.02,0.0,0.91,3.04,-2.13,2,3,-1,-0.39,49.9,47.87,44.48,0.72,0.75,120,12,14,16,19.44,21.33,7.73,3,3,17,5,15,63.4,44.55,42.67,64.58,75.43,52.71,6,New Mexico United 3-2 Colorado Springs,2026-03-28
New Mexico United,3.04,2.43,0.61,3.02,0.89,2.13,0.02,0.02,0.0,3.04,0.91,2.13,3,2,1,0.39,50.1,52.13,43.17,0.75,0.72,117,14,16,14,21.33,19.44,9.63,3,3,17,7,13,78.9,55.45,23.4,35.42,67.67,47.29,1,New Mexico United 3-2 Colorado Springs,2026-03-28
Miami,2.68,4.07,-1.39,1.92,2.85,-0.93,0.0,0.46,-0.46,1.92,3.31,-1.39,4,2,2,3.39,49.4,39.6,41.33,0.78,0.94,140,9,12,15,15.38,15.96,13.75,1,6,15,4,13,34.3,30.22,51.6,60.51,52.5,39.6,1,Sporting JAX 2-4 Miami,2026-03-25
Sporting JAX,4.07,2.68,1.39,2.85,1.92,0.93,0.46,0.0,0.46,3.31,1.92,1.39,2,4,-2,-3.39,50.6,60.4,45.35,0.94,0.78,176,11,15,12,15.96,15.38,9.02,6,1,31,8,17,79.2,69.78,33.67,39.49,80.07,60.4,0,Sporting JAX 2-4 Miami,2026-03-25
Brooklyn,0.78,2.41,-1.63,0.78,1.48,-0.7,0.0,0.93,-0.93,0.78,2.41,-1.63,0,3,-3,-1.37,40.4,54.04,51.37,0.55,0.74,206,9,10,20,18.18,27.03,15.1,2,1,12,2,21,89.2,46.22,129.13,91.76,180.23,68.0,1,Lexington 3-0 Brooklyn,2026-03-25
Lexington,2.41,0.78,1.63,1.48,0.78,0.7,0.93,0.0,0.93,2.41,0.78,1.63,3,0,3,1.37,59.6,45.96,39.52,0.74,0.55,150,10,20,10,27.03,18.18,7.28,1,2,10,4,11,103.8,53.78,11.6,8.24,84.81,32.0,0,Lexington 3-0 Brooklyn,2026-03-25
