Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
PEC Zwolle,1.77,5.47,-3.7,1.77,4.23,-2.46,0.0,0.48,-0.48,1.77,4.71,-2.94,1,6,-5,-1.3,43.6,27.78,35.38,0.2,0.83,80,7,7,25,35.0,30.12,14.04,3,8,8,4,12,7.6,3.95,53.0,68.3,3.43,0.97,0,Feyenoord 6-1 PEC Zwolle,2025-12-06
Feyenoord,5.47,1.77,3.7,4.23,1.77,2.46,0.48,0.0,0.48,4.71,1.77,2.94,6,1,5,1.3,56.4,72.22,50.64,0.83,0.2,253,16,25,7,30.12,35.0,8.38,8,3,18,8,17,184.9,96.05,24.6,31.7,351.23,99.03,0,Feyenoord 6-1 PEC Zwolle,2025-12-06
Telstar,0.86,2.5,-1.64,0.79,2.5,-1.71,0.08,0.0,0.08,0.86,2.5,-1.64,1,1,0,1.64,52.8,53.24,44.82,0.49,0.77,175,11,11,15,22.45,19.48,8.76,6,3,16,6,12,83.8,48.95,36.2,41.84,77.7,48.37,2,Heracles 1-1 Telstar,2025-12-06
Heracles,2.5,0.86,1.64,2.5,0.79,1.71,0.0,0.08,-0.08,2.5,0.86,1.64,1,1,0,-1.64,47.2,46.76,46.59,0.77,0.49,175,17,15,11,19.48,22.45,8.58,3,6,25,6,15,87.4,51.05,50.33,58.16,82.93,51.63,2,Heracles 1-1 Telstar,2025-12-06
Ajax,1.51,2.45,-0.94,1.37,2.11,-0.74,0.14,0.34,-0.2,1.51,2.45,-0.94,3,1,2,2.94,63.7,60.84,52.02,0.36,1.25,355,5,15,26,41.67,20.8,10.81,3,5,15,4,9,189.2,59.99,6.07,4.4,95.63,27.97,0,Fortuna Sittard 1-3 Ajax,2025-12-06
Fortuna Sittard,2.45,1.51,0.94,2.11,1.37,0.74,0.34,0.14,0.2,2.45,1.51,0.94,1,3,-2,-2.94,36.3,39.16,51.2,1.25,0.36,179,16,26,15,20.8,41.67,14.07,5,3,26,4,13,126.2,40.01,131.93,95.6,246.29,72.03,0,Fortuna Sittard 1-3 Ajax,2025-12-06
PSV,1.0,1.24,-0.24,1.0,1.0,0.0,0.0,0.24,-0.24,1.0,1.24,-0.24,2,0,2,2.24,62.1,64.51,46.5,0.99,0.22,291,16,11,12,11.11,54.55,13.42,4,11,13,3,5,204.3,78.7,15.6,11.06,159.1,64.58,0,Heerenveen 0-2 PSV,2025-12-06
Heerenveen,1.24,1.0,0.24,1.0,1.0,0.0,0.24,0.0,0.24,1.24,1.0,0.24,0,2,-2,-2.24,37.9,35.49,43.6,0.22,0.99,147,6,12,11,54.55,11.11,16.33,11,4,20,7,13,55.3,21.3,125.47,88.94,87.27,35.42,0,Heerenveen 0-2 PSV,2025-12-06
Groningen,3.49,2.63,0.86,2.62,2.2,0.42,0.11,0.43,-0.32,2.73,2.63,0.1,2,0,2,1.14,54.8,59.02,47.39,1.24,0.44,236,12,20,16,16.13,36.36,14.46,3,2,19,5,9,132.5,70.07,46.27,40.14,122.73,69.85,1,Excelsior 0-2 Groningen,2025-12-05
Excelsior,2.63,3.49,-0.86,2.2,2.62,-0.42,0.43,0.11,0.32,2.63,2.73,-0.1,0,2,-2,-1.14,45.2,40.98,41.98,0.44,1.24,165,9,16,20,36.36,16.13,16.62,2,3,13,5,10,56.6,29.93,69.0,59.86,52.97,30.15,0,Excelsior 0-2 Groningen,2025-12-05
